client_id,value
0,3.2930904093942583
1,2.494438257849294
10,3.3730961708462712
11,2.0789954839350235
12,2.766867462592951
13,2.2211108331943574
14,1.9692073983655907
15,2.110818693198342
16,2.943920288775949
17,3.2812599206199233
18,2.2211108331943574
19,2.7406406388125952
2,1.70293863659264
3,4.115013163202924
4,4.638007234913623
5,2.485513584307633
6,3.719318934070233
7,3.368151487751767
8,3.5276684147527875
9,2.3664319132398464
